51.791	664.000
52.421	661.126
53.051	697.518
53.681	704.471
54.311	734.711
54.940	751.149
55.572	792.985
56.202	823.570
56.832	884.732
57.461	958.649
58.091	1014.794
58.720	1067.398
59.350	1140.817
59.979	1209.596
60.608	1247.080
61.238	1255.510
61.867	1242.876
62.498	1244.777
63.128	1210.481
63.757	1208.205
64.386	1144.547
65.015	1126.820
65.644	1135.650
66.273	1091.727
66.902	1150.160
67.531	1149.516
68.160	1173.708
68.791	1193.330
69.419	1294.049
70.048	1338.396
70.677	1390.549
71.306	1436.998
71.934	1466.864
72.563	1520.850
73.191	1569.472
73.820	1595.661
74.448	1644.923
75.077	1694.946
75.707	1718.096
76.335	1782.216
76.964	1881.398
77.592	2003.047
78.220	2114.470
78.848	2278.244
79.476	2364.869
80.104	2475.354
80.732	2500.260
81.360	2489.882
81.988	2442.289
82.618	2415.027
83.246	2369.697
83.874	2310.899
84.502	2205.182
85.129	2085.903
85.757	1977.156
86.385	1858.948
87.012	1741.066
87.640	1645.666
88.267	1528.052
88.895	1390.318
89.524	1273.196
90.152	1147.593
90.779	1049.028
91.406	980.588
92.034	930.600
92.661	911.315
93.288	883.526
93.915	838.444
94.542	826.868
95.169	797.268
95.796	785.947
96.425	778.027
97.052	769.558
97.679	769.569
98.306	772.959
98.933	757.970
99.560	754.917
100.186	751.531
100.813	754.772
101.440	741.260
102.066	738.785
102.695	745.897
103.321	727.786
103.948	721.099
104.574	729.410
105.201	740.653
105.827	755.072
106.453	745.965
107.079	734.728
107.706	724.524
108.332	709.109
108.958	737.848
109.586	717.104
110.212	745.043
110.838	738.510
111.464	720.595
112.090	725.532
112.716	728.000
113.342	703.210
113.968	701.652
114.593	713.003
115.219	711.436
115.845	710.590
116.472	705.552
117.098	713.449
117.724	722.091
118.349	696.309
118.974	698.019
119.600	707.491
120.225	696.878
120.851	686.956
121.476	697.237
122.101	698.468
122.726	691.691
123.354	682.111
123.979	681.056
124.604	694.523
125.229	697.713
125.854	692.301
126.479	680.995
127.104	691.083
127.728	682.349
128.353	673.442
128.978	693.438
129.605	694.196
130.230	687.068
130.854	696.113
131.479	708.742
132.103	722.152
132.728	718.636
133.352	695.679
133.977	698.901
134.601	726.203
135.226	728.762
135.850	735.461
136.476	717.243
137.101	733.534
137.725	751.735
138.349	771.760
138.973	794.569
139.597	825.178
140.221	839.736
140.845	922.515
141.469	990.440
142.093	1101.485
142.717	1234.496
143.343	1411.243
143.967	1638.077
144.590	1825.305
145.214	2016.114
145.838	2336.152
146.461	2756.006
147.085	3170.706
147.708	3554.317
148.332	3930.875
148.955	4279.740
149.579	4674.739
150.204	4896.095
150.828	5045.414
151.451	4983.778
152.074	4942.719
152.697	4778.235
153.320	4456.001
153.944	4082.695
154.567	3476.231
155.190	2991.463
155.813	2584.528
156.436	2223.412
157.061	1914.595
157.683	1612.234
158.306	1356.854
158.929	1184.920
159.552	1065.406
160.174	989.765
160.797	943.751
161.420	899.007
162.042	865.598
162.665	820.297
163.289	804.262
163.912	777.060
164.534	786.487
165.157	737.074
165.779	738.203
166.401	744.908
167.023	717.599
167.646	705.201
168.268	704.858
168.890	703.374
169.512	692.988
170.136	679.113
170.758	677.049
171.380	687.612
172.002	698.968
172.624	683.076
173.246	668.529
173.867	668.136
174.489	674.057
175.111	680.431
175.732	671.990
176.354	679.430
176.978	700.993
177.599	699.659
178.221	707.318
178.842	717.240
179.464	740.454
180.085	734.859
180.706	757.775
181.328	776.023
181.949	835.017
182.570	844.447
183.191	849.096
183.814	867.042
184.435	868.341
185.056	855.273
185.677	826.757
186.298	809.783
186.919	780.661
187.540	754.833
188.161	748.581
188.782	733.207
189.403	701.042
190.025	694.809
190.646	721.682
191.267	712.448
191.887	709.929
192.508	715.622
193.128	709.389
193.749	710.472
194.369	694.342
194.989	701.981
195.610	695.311
196.230	684.952
196.852	673.543
197.473	673.653
198.093	695.170
198.713	673.544
199.333	669.582
199.953	679.856
200.573	672.972
201.193	677.375
201.813	686.000
202.433	675.851
203.053	673.796
203.674	690.543
204.294	700.769
204.914	703.068
205.534	708.996
206.153	733.245
206.773	748.820
207.392	788.252
208.012	822.324
208.631	904.419
209.251	1129.528
209.870	1436.034
210.492	1647.440
211.111	1909.096
211.730	2070.878
212.349	2286.632
212.968	2688.055
213.588	3419.754
214.207	4560.776
214.826	5687.173
215.445	6340.043
216.064	6526.889
216.683	6529.611
217.304	6397.306
217.922	6044.758
218.541	5414.301
219.160	4402.890
219.779	3153.227
220.397	2088.701
221.016	1531.477
221.635	1217.135
222.253	1046.645
222.872	932.888
223.492	873.386
224.111	800.581
224.729	801.811
225.347	768.881
225.966	771.802
226.584	751.190
227.202	749.829
227.820	756.789
228.438	755.603
229.057	741.910
229.675	736.189
230.295	751.911
230.913	762.469
231.531	766.600
232.149	767.080
232.766	754.049
233.384	753.453
234.002	765.930
234.620	756.726
235.237	743.791
235.855	744.004
236.473	747.876
237.092	739.520
237.710	734.835
238.327	755.910
238.945	739.784
239.562	744.471
240.179	785.747
240.797	825.804
241.414	886.206
242.031	926.174
242.648	952.459
243.266	955.421
243.885	985.995
244.502	1021.793
245.119	1015.611
245.736	975.756
246.353	940.730
246.970	913.893
247.587	887.800
248.203	865.073
248.820	819.586
249.437	780.081
250.056	716.189
250.672	683.301
251.289	666.300
251.906	659.884
252.522	657.714
253.139	640.471
253.755	640.000
254.371	642.660
254.988	634.555
255.604	637.012
256.220	634.198
256.839	623.662
257.455	622.022
258.071	624.262
258.687	627.945
259.303	628.359
259.919	621.951
260.535	617.463
261.151	618.839
261.767	620.751
262.383	621.333
262.999	619.709
263.617	619.499
264.233	621.829
264.848	624.174
265.464	620.368
266.080	623.312
266.695	626.928
267.311	625.012
267.926	623.096
268.542	639.376
269.157	623.646
269.773	619.349
270.390	620.562
271.005	620.262
271.621	624.874
272.236	625.692
272.851	631.122
273.466	630.439
274.081	624.888
274.696	624.458
275.311	622.902
275.926	620.994
276.543	625.070
277.158	626.056
277.773	621.001
278.388	616.228
279.003	624.926
279.617	616.586
280.232	620.104
280.847	620.501
281.461	613.122
282.076	618.851
282.690	620.866
283.307	627.237
283.922	616.115
284.536	618.841
285.150	620.765
285.765	621.000
286.379	619.639
286.993	624.748
287.607	621.437
288.221	617.000
288.836	621.101
289.450	627.345
290.066	623.196
290.680	613.234
291.294	614.729
291.908	621.795
292.522	626.000
293.135	624.065
293.749	619.940
294.363	632.167
294.977	620.978
295.590	630.578
296.204	621.986
296.820	619.112
297.433	633.731
298.047	625.335
298.660	622.327
299.274	625.178
299.887	626.753
300.500	619.918
301.114	614.339
301.727	619.855
302.340	622.257
302.953	615.070
303.569	620.437
304.182	623.720
304.795	619.129
305.408	622.775
306.021	621.302
306.634	626.574
307.247	626.042
307.859	620.000
308.472	620.482
309.085	622.881
309.700	621.234
310.313	612.242
310.925	618.948
311.538	617.099
312.150	621.542
312.763	619.401
313.375	622.297
313.988	623.000
314.600	624.480
315.213	620.811
315.825	619.656
316.439	616.315
317.052	617.432
317.664	625.300
318.276	623.168
318.888	618.676
319.500	619.981
320.112	616.276
320.724	617.878
321.336	623.444
321.948	623.179
322.560	625.644
323.174	621.061
323.786	626.342
324.397	621.135
325.009	622.796
325.621	615.132
326.233	623.473
326.844	615.006
327.456	625.145
328.067	614.771
328.679	619.733
329.290	614.688
329.904	614.068
330.515	612.411
331.126	607.965
331.738	609.964
332.349	614.573
332.960	611.660
333.571	609.641
334.182	608.223
334.793	602.068
335.404	603.686
336.017	604.360
336.628	607.310
337.239	606.691
337.850	613.125
338.461	607.792
339.072	606.185
339.683	608.980
340.293	608.022
340.904	609.871
341.515	614.468
342.125	615.000
342.738	614.187
343.348	611.688
343.959	610.271
344.569	606.567
345.180	606.289
345.790	605.192
346.400	608.484
347.010	613.555
347.621	612.141
348.231	608.131
348.841	607.394
349.453	607.646
350.063	608.869
350.673	613.808
351.283	614.181
351.893	608.556
352.503	612.003
353.113	616.987
353.723	608.237
354.333	612.000
354.942	612.000
355.552	609.191
356.164	612.577
356.773	608.738
357.383	612.051
357.992	612.232
358.602	608.369
359.211	609.737
359.821	614.853
360.430	610.980
361.040	613.174
361.649	622.154
362.258	627.432
362.869	624.214
363.479	618.786
364.088	621.404
364.697	618.129
365.306	611.160
365.915	626.859
366.524	624.675
367.133	630.415
367.742	621.000
368.350	620.820
368.961	618.126
369.570	624.854
370.179	604.383
370.788	625.377
371.396	628.000
372.005	623.945
372.613	621.462
373.222	623.908
373.830	624.313
374.439	614.309
375.047	619.873
375.658	622.504
376.266	625.240
376.874	631.479
377.483	628.048
378.091	625.383
378.699	627.935
379.307	627.878
379.915	632.542
380.523	635.148
381.131	636.528
381.739	627.037
382.349	632.152
382.957	624.680
383.565	619.956
384.173	618.034
384.780	626.470
385.388	621.605
385.996	632.999
386.604	630.110
387.211	625.898
387.819	623.532
388.426	628.537
389.036	621.249
389.643	626.945
390.251	630.593
390.858	626.418
391.465	623.059
392.073	624.102
392.680	623.574
393.287	614.464
393.894	615.124
394.501	625.444
395.111	626.598
395.718	634.610
396.325	631.757
396.932	626.020
397.538	632.646
398.145	615.381
398.752	627.875
399.359	616.619
399.966	629.595
400.572	623.221
401.179	624.475
401.788	625.000
402.394	633.156
403.001	633.202
403.608	636.616
404.214	645.186
404.820	639.776
405.427	642.620
406.033	638.649
406.640	645.960
407.246	660.945
407.852	647.261
408.460	651.914
409.067	660.247
409.673	652.480
410.279	657.614
410.885	662.121
411.491	671.514
412.097	658.792
412.703	634.558
413.309	648.014
413.914	662.383
414.520	675.836
415.128	666.502
415.734	669.177
416.339	693.025
416.945	696.744
417.551	701.698
418.156	711.382
418.762	726.323
419.367	715.921
419.973	717.706
420.578	729.000
421.183	744.781
421.791	768.929
422.396	766.267
423.001	747.976
423.607	761.611
424.212	788.884
424.817	776.978
425.422	825.761
426.027	818.899
426.632	811.140
427.237	803.966
427.844	821.677
428.449	865.743
429.054	851.179
429.659	861.589
430.263	885.095
430.868	895.462
431.473	899.305
432.077	911.631
432.682	933.807
433.287	925.232
433.891	955.263
434.498	1002.356
435.102	1014.827
435.706	998.008
436.311	1011.665
436.915	1035.048
437.519	1003.743
438.124	968.615
438.728	926.668
439.332	879.823
439.936	864.977
440.540	812.471
441.146	771.047
441.750	729.594
442.354	697.746
442.958	690.082
443.562	676.733
444.166	678.726
444.770	660.797
445.374	650.577
445.977	656.853
446.581	656.768
447.185	642.620
447.790	640.316
448.394	639.516
448.997	639.162
449.601	641.081
450.204	640.007
450.808	644.407
451.411	647.409
452.015	639.117
452.618	646.096
453.221	668.945
453.826	685.878
454.430	712.009
455.033	701.517
455.636	710.510
456.239	751.998
456.842	743.873
457.445	778.449
458.048	821.557
458.651	855.512
459.253	861.548
459.856	935.761
460.461	936.906
461.064	993.610
461.667	1083.730
462.269	1132.869
462.872	1238.232
463.474	1366.322
464.077	1435.683
464.679	1516.740
465.282	1673.420
465.884	1855.280
466.487	2079.247
467.091	2323.848
467.693	2577.298
468.296	3008.455
468.898	3382.748
469.500	3748.518
470.102	3851.478
470.704	3909.944
471.306	3918.471
471.908	3824.375
472.510	3520.703
473.112	3145.560
473.716	2723.584
474.318	2323.224
474.920	1979.564
475.522	1640.217
476.124	1413.207
476.725	1288.238
477.327	1163.790
