51.79 72.69
52.42 69.34
53.05 114.84
53.68 124.83
54.31 139.31
54.94 165.22
55.57 187.50
56.20 217.01
56.83 271.71
57.46 313.79
58.09 358.90
58.72 415.81
59.35 480.02
59.98 552.49
60.61 610.25
61.24 628.80
61.87 633.06
62.50 658.81
63.13 661.62
63.76 671.44
64.39 638.17
65.02 593.02
65.64 596.15
66.27 562.25
66.90 568.26
67.53 576.31
68.16 589.97
68.79 606.71
69.42 647.25
70.05 686.40
70.68 745.09
71.31 780.19
71.93 813.63
72.56 876.94
73.19 920.92
73.82 947.22
74.45 999.58
75.08 1059.71
75.71 1102.07
76.33 1146.90
76.96 1236.64
77.59 1330.03
78.22 1448.82
78.85 1605.42
79.48 1751.73
80.10 1922.31
80.73 2036.79
81.36 2124.04
81.99 2124.08
82.62 2176.04
83.25 2173.08
83.87 2153.53
84.50 2053.07
85.13 1962.71
85.76 1830.85
86.39 1679.72
87.01 1545.45
87.64 1399.78
88.27 1256.40
88.89 1147.89
89.52 1032.74
90.15 883.19
90.78 752.36
91.41 645.71
92.03 543.24
92.66 454.93
93.29 397.80
93.92 346.92
94.54 300.10
95.17 280.53
95.80 255.93
96.42 252.82
97.05 227.05
97.68 228.75
98.31 216.26
98.93 188.54
99.56 190.76
100.19 195.67
100.81 186.51
101.44 168.74
102.07 164.63
102.69 169.52
103.32 161.06
103.95 153.74
104.57 157.14
105.20 160.89
105.83 167.19
106.45 159.99
107.08 150.86
107.71 144.20
108.33 134.15
108.96 159.06
109.59 154.44
110.21 158.73
110.84 156.60
111.46 139.78
112.09 147.44
112.72 148.12
113.34 132.73
113.97 125.22
114.59 128.29
115.22 130.97
115.84 134.52
116.47 132.76
117.10 139.32
117.72 141.54
118.35 118.52
118.97 120.70
119.60 124.30
120.22 116.98
120.85 117.33
121.48 123.19
122.10 121.86
122.73 105.56
123.35 101.73
123.98 107.82
124.60 119.46
125.23 119.83
125.85 109.51
126.48 104.11
127.10 103.55
127.73 102.32
128.35 96.89
128.98 109.97
129.60 111.03
130.23 107.26
130.85 111.89
131.48 123.43
132.10 136.87
132.73 131.18
133.35 121.14
133.98 121.23
134.60 145.40
135.23 150.83
135.85 153.09
136.48 146.11
137.10 164.20
137.72 164.68
138.35 197.15
138.97 200.09
139.60 225.80
140.22 239.52
140.84 291.53
141.47 332.03
142.09 418.16
142.72 521.36
143.34 643.26
143.97 798.19
144.59 956.31
145.21 1149.34
145.84 1431.12
146.46 1771.68
147.09 2130.24
147.71 2536.90
148.33 3029.71
148.96 3524.15
149.58 3970.30
150.20 4295.39
150.83 4731.17
151.45 4909.12
152.07 5142.11
152.70 5071.36
153.32 4789.76
153.94 4447.72
154.57 3975.40
155.19 3512.21
155.81 3029.19
156.44 2523.79
157.06 2054.52
157.68 1656.04
158.31 1299.63
158.93 1005.71
159.55 780.79
160.17 633.98
160.80 547.08
161.42 455.04
162.04 380.44
162.66 315.94
163.29 302.05
163.91 253.43
164.53 259.49
165.16 197.74
165.78 204.09
166.40 184.46
167.02 161.51
167.65 148.94
168.27 139.54
168.89 125.59
169.51 118.07
170.14 107.62
170.76 98.38
171.38 106.58
172.00 116.87
172.62 108.62
173.25 100.45
173.87 94.66
174.49 91.64
175.11 91.41
175.73 80.85
176.35 89.32
176.98 108.04
177.60 100.14
178.22 106.02
178.84 108.95
179.46 118.69
180.09 125.89
180.71 157.87
181.33 171.47
181.95 205.28
182.57 204.81
183.19 229.17
183.81 254.05
184.44 261.52
185.06 261.50
185.68 252.15
186.30 240.56
186.92 221.90
187.54 205.26
188.16 187.89
188.78 159.75
189.40 124.79
190.03 112.92
190.65 137.89
191.27 133.70
191.89 124.97
192.51 128.48
193.13 125.02
193.75 138.31
194.37 113.29
194.99 126.65
195.61 129.08
196.23 118.23
196.85 107.17
197.47 92.87
198.09 98.42
198.71 89.19
199.33 86.23
199.95 91.27
200.57 86.95
201.19 91.22
201.81 99.79
202.43 96.86
203.05 92.13
203.67 105.36
204.29 123.98
204.91 122.38
205.53 127.02
206.15 145.73
206.77 162.69
207.39 182.22
208.01 224.04
208.63 267.72
209.25 395.18
209.87 568.49
210.49 744.18
211.11 945.98
211.73 1170.36
212.35 1412.93
212.97 1750.42
213.59 2223.80
214.21 2886.85
214.83 3668.32
215.44 4401.90
216.06 5121.42
216.68 5764.48
217.30 6127.40
217.92 6178.89
218.54 5979.39
219.16 5510.13
219.78 4823.72
220.40 4025.70
221.02 3041.97
221.63 1967.56
222.25 1230.98
222.87 797.25
223.49 548.01
224.11 382.29
224.73 307.46
225.35 249.43
225.97 232.56
226.58 209.69
227.20 200.09
227.82 192.90
228.44 186.61
229.06 172.28
229.68 167.57
230.29 175.54
230.91 186.05
231.53 193.99
232.15 188.10
232.77 180.26
233.38 189.72
234.00 194.28
234.62 195.31
235.24 193.25
235.85 189.19
236.47 185.25
237.09 175.11
237.71 174.81
238.33 190.62
238.94 172.56
239.56 161.20
240.18 179.69
240.80 206.60
241.41 258.24
242.03 301.17
242.65 334.38
243.27 358.91
243.88 396.93
244.50 435.25
245.12 456.80
245.74 461.01
246.35 454.50
246.97 441.63
247.59 424.86
248.20 397.63
248.82 354.30
249.44 320.04
250.06 240.40
250.67 198.43
251.29 163.54
251.91 133.62
252.52 107.83
253.14 86.28
253.75 74.54
254.37 67.48
254.99 64.15
255.60 57.67
256.22 47.82
256.84 41.24
257.45 39.35
258.07 43.29
258.69 43.04
259.30 38.45
259.92 35.68
260.54 36.58
261.15 36.51
261.77 33.81
262.38 31.69
263.00 30.00
263.62 34.31
264.23 37.07
264.85 33.53
265.46 28.98
266.08 38.07
266.69 36.53
267.31 32.22
267.93 30.76
268.54 47.06
269.16 34.80
269.77 33.10
270.39 33.19
271.00 28.76
271.62 29.28
272.24 32.48
272.85 31.85
273.47 35.82
274.08 40.22
274.70 35.10
275.31 30.74
275.93 33.09
276.54 34.40
277.16 36.95
277.77 34.92
278.39 24.61
279.00 32.22
279.62 30.19
280.23 30.45
280.85 31.97
281.46 21.43
282.08 32.89
282.69 27.12
283.31 28.92
283.92 24.94
284.54 29.43
285.15 32.22
285.76 33.77
286.38 34.19
286.99 32.91
287.61 26.52
288.22 25.46
288.84 30.51
289.45 35.77
290.07 34.86
290.68 30.45
291.29 34.59
291.91 37.35
292.52 31.72
293.13 33.61
293.75 31.07
294.36 36.58
294.98 30.48
295.59 43.17
296.20 32.65
296.82 24.51
297.43 38.00
298.05 30.40
298.66 28.35
299.27 38.12
299.89 42.57
300.50 31.86
301.11 31.84
301.73 30.76
302.34 29.85
302.95 29.34
303.57 29.18
304.18 27.46
304.80 28.73
305.41 34.26
